method,dataset,backbone,split_id,run_id,seed,selector,provenance,n_flip,n_flip_a1,n_flip_a0,n_test_a1,n_test_a0,dp_min_step,protocol,method_epochs,b_epochs,eval_rng_seed,rng_contract,feature_normalize,m1_epoch,m0_epoch,code_epoch,m1_auc,m1_dp,m1_eo,m0_auc,m0_dp,m0_eo,b_auc,b_dp,b_eo,bc_epoch,bc_auc,bc_dp,bc_eo,m1pub_auc,m1pub_dp,m1pub_eo,int_dauc,int_ndp,int_neo,pkg_dauc,pkg_ndp,pkg_neo,eo_defined
NIFTY,german,GCN,20,0,27,common_bce,official-repo,26,15,11,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,200,200,200,0.4761142857142857,0.009547190398254218,0.0052521008403361436,0.4805333333333333,0.07951445717403166,0.09978991596638653,0.396647619047619,0.023049645390070927,0.03361344537815136,91,0.3966095238095238,0.023049645390070927,0.03361344537815136,0.4761142857142857,0.009547190398254218,0.0052521008403361436,-0.0044190476190476,0.06996726677577744,0.09453781512605039,0.07946666666666669,0.01350245499181671,0.02836134453781522,True
NIFTY,german,GCN,20,0,27,common_auc,official-repo,0,0,0,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,96,91,200,0.5571047619047619,0.0,0.0,0.5570285714285714,0.0,0.0,0.396647619047619,0.023049645390070927,0.03361344537815136,0,0.5604571428571429,0.0,0.0,0.4761142857142857,0.009547190398254218,0.0052521008403361436,7.619047619045194e-05,-0.0,-0.0,0.07946666666666669,0.01350245499181671,0.02836134453781522,True
NIFTY,german,GCN,20,1,28,common_bce,official-repo,82,24,58,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,200,200,200,0.5846095238095238,0.022504091653027802,0.0010504201680672232,0.7369142857142857,0.2873704309874523,0.2647058823529412,0.5373714285714286,0.14539007092198575,0.0934873949579832,200,0.5373714285714286,0.14539007092198575,0.0934873949579832,0.5846095238095238,0.022504091653027802,0.0010504201680672232,-0.15230476190476194,0.2648663393344245,0.26365546218487396,0.04723809523809519,0.12288597926895795,0.09243697478991597,True
NIFTY,german,GCN,20,1,28,common_auc,official-repo,106,23,83,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,57,200,200,0.5702857142857143,0.0,0.0,0.7369142857142857,0.2873704309874523,0.2647058823529412,0.5373714285714286,0.14539007092198575,0.0934873949579832,12,0.5536,0.0,0.0,0.5846095238095238,0.022504091653027802,0.0010504201680672232,-0.16662857142857146,0.2873704309874523,0.2647058823529412,0.04723809523809519,0.12288597926895795,0.09243697478991597,True
NIFTY,german,GCN,20,2,29,common_bce,official-repo,79,23,56,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,199,108,200,0.38704761904761903,0.24277141298417898,0.21323529411764708,0.3398857142857143,0.12847790507364976,0.12079831932773111,0.47645714285714286,0.24045280960174575,0.21953781512605042,200,0.47641904761904763,0.24045280960174575,0.21953781512605042,0.38803809523809524,0.24277141298417898,0.21323529411764708,0.04716190476190474,-0.11429350791052922,-0.09243697478991597,-0.08841904761904762,-0.0023186033824332264,0.006302521008403339,True
NIFTY,german,GCN,20,2,29,common_auc,official-repo,0,0,0,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,3,7,200,0.5602285714285714,0.0,0.0,0.5602285714285714,0.0,0.0,0.47645714285714286,0.24045280960174575,0.21953781512605042,18,0.553752380952381,0.0,0.0,0.38803809523809524,0.24277141298417898,0.21323529411764708,0.0,-0.0,-0.0,-0.08841904761904762,-0.0023186033824332264,0.006302521008403339,True
NIFTY,german,GCN,20,3,30,common_bce,official-repo,84,32,52,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,200,200,198,0.4022857142857143,0.026050190943808005,0.034663865546218475,0.5416380952380953,0.024686306601200192,0.018907563025210128,0.40777142857142856,0.11429350791052917,0.08823529411764705,200,0.4076571428571429,0.11429350791052917,0.08823529411764705,0.4022857142857143,0.026050190943808005,0.034663865546218475,-0.13935238095238095,-0.0013638843426078129,-0.015756302521008347,-0.0054857142857142605,0.08824331696672116,0.053571428571428575,True
NIFTY,german,GCN,20,3,30,common_auc,official-repo,0,0,0,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,25,27,198,0.5506285714285715,0.0,0.0,0.553752380952381,0.0,0.0,0.40777142857142856,0.11429350791052917,0.08823529411764705,56,0.5541333333333334,0.0,0.0,0.4022857142857143,0.026050190943808005,0.034663865546218475,-0.0031238095238095287,-0.0,-0.0,-0.0054857142857142605,0.08824331696672116,0.053571428571428575,True
NIFTY,german,GCN,20,4,31,common_bce,official-repo,16,7,9,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,200,196,200,0.5279238095238096,0.09247135842880516,0.11449579831932777,0.5524571428571429,0.07105837424986361,0.08088235294117652,0.4587428571428571,0.15139116202945985,0.16176470588235298,200,0.4587428571428571,0.15139116202945985,0.16176470588235298,0.5279238095238096,0.09247135842880516,0.11449579831932777,-0.024533333333333296,-0.021412984178941552,-0.03361344537815125,0.06918095238095245,0.058919803600654685,0.04726890756302521,True
NIFTY,german,GCN,20,4,31,common_auc,official-repo,166,57,109,94,156,0.00641025641025641,armA,200,200,-1,deterministic-inference,0,14,198,200,0.5616,0.0,0.0,0.5533714285714286,0.09233496999454438,0.09873949579831942,0.4587428571428571,0.15139116202945985,0.16176470588235298,0,0.5504,0.0,0.0,0.5279238095238096,0.09247135842880516,0.11449579831932777,0.008228571428571363,0.09233496999454438,0.09873949579831942,0.06918095238095245,0.058919803600654685,0.04726890756302521,True
NIFTY,german,GCN,21,0,27,common_bce,official-repo,49,8,41,74,176,0.005681818181818182,armA,200,200,-1,deterministic-inference,0,192,200,192,0.4368,0.0589680589680589,0.016000000000000014,0.44053333333333333,0.0658783783783784,0.03600000000000003,0.3748190476190476,0.010135135135135087,0.06399999999999995,91,0.37485714285714283,0.010135135135135087,0.06399999999999995,0.43893333333333334,0.07417076167076167,0.05199999999999999,-0.0037333333333333107,0.006910319410319499,0.020000000000000018,0.06411428571428573,-0.06403562653562658,0.011999999999999955,True
