method,dataset,backbone,split_id,run_id,seed,selector,provenance,n_flip,n_flip_a1,n_flip_a0,n_test_a1,n_test_a0,dp_min_step,protocol,method_epochs,b_epochs,eval_rng_seed,rng_contract,feature_normalize,m1_epoch,m0_epoch,code_epoch,m1_auc,m1_dp,m1_eo,m0_auc,m0_dp,m0_eo,b_auc,b_dp,b_eo,bc_epoch,bc_auc,bc_dp,bc_eo,m1pub_auc,m1pub_dp,m1pub_eo,int_dauc,int_ndp,int_neo,pkg_dauc,pkg_ndp,pkg_neo,eo_defined
NIFTY,german,GCN,23,2,29,common_bce,official-repo,113,30,83,80,170,0.0058823529411764705,armA,200,200,-1,deterministic-inference,0,199,111,200,0.40636190476190476,0.21985294117647058,0.12,0.38034285714285715,0.10661764705882348,0.07999999999999996,0.4458666666666667,0.49926470588235294,0.5559999999999999,200,0.4458666666666667,0.49926470588235294,0.5559999999999999,0.40746666666666664,0.21985294117647058,0.12,0.02601904761904761,-0.1132352941176471,-0.040000000000000036,-0.038400000000000045,0.27941176470588236,0.43599999999999994,True
NIFTY,german,GCN,23,2,29,common_auc,official-repo,0,0,0,80,170,0.0058823529411764705,armA,200,200,-1,deterministic-inference,0,1,3,200,0.5452190476190476,0.0,0.0,0.5452190476190476,0.0,0.0,0.4458666666666667,0.49926470588235294,0.5559999999999999,21,0.537295238095238,0.0,0.0,0.40746666666666664,0.21985294117647058,0.12,0.0,-0.0,-0.0,-0.038400000000000045,0.27941176470588236,0.43599999999999994,True
NIFTY,german,GCN,23,3,30,common_bce,official-repo,101,38,63,80,170,0.0058823529411764705,armA,200,200,-1,deterministic-inference,0,200,200,191,0.4214095238095238,0.07499999999999996,0.04800000000000004,0.4972190476190476,0.004411764705882351,0.016,0.3961142857142857,0.0014705882352941124,0.023999999999999994,200,0.3961904761904762,0.0014705882352941124,0.023999999999999994,0.42137142857142856,0.07499999999999996,0.04800000000000004,-0.07580952380952383,-0.0705882352941176,-0.03200000000000004,0.025257142857142867,-0.07352941176470584,-0.02400000000000005,True
NIFTY,german,GCN,23,3,30,common_auc,official-repo,0,0,0,80,170,0.0058823529411764705,armA,200,200,-1,deterministic-inference,0,28,27,191,0.5408,0.0,0.0,0.5410285714285714,0.0,0.0,0.3961142857142857,0.0014705882352941124,0.023999999999999994,56,0.5356952380952381,0.0,0.0,0.42137142857142856,0.07499999999999996,0.04800000000000004,-0.00022857142857146684,-0.0,-0.0,0.025257142857142867,-0.07352941176470584,-0.02400000000000005,True
NIFTY,german,GCN,23,4,31,common_bce,official-repo,5,1,4,80,170,0.0058823529411764705,armA,200,200,-1,deterministic-inference,0,198,196,200,0.5508571428571428,0.036029411764705865,0.008000000000000007,0.5697523809523809,0.06029411764705883,0.03600000000000003,0.44716190476190476,0.10441176470588243,0.052000000000000046,72,0.44716190476190476,0.10441176470588243,0.052000000000000046,0.551847619047619,0.041911764705882426,0.008000000000000007,-0.018895238095238076,0.024264705882352966,0.028000000000000025,0.10468571428571427,0.0625,0.04400000000000004,True
NIFTY,german,GCN,23,4,31,common_auc,official-repo,0,0,0,80,170,0.0058823529411764705,armA,200,200,-1,deterministic-inference,0,43,41,200,0.5460571428571429,0.0,0.0,0.5460571428571429,0.0,0.0,0.44716190476190476,0.10441176470588243,0.052000000000000046,0,0.5408,0.0,0.0,0.551847619047619,0.041911764705882426,0.008000000000000007,0.0,-0.0,-0.0,0.10468571428571427,0.0625,0.04400000000000004,True
NIFTY,german,GCN,24,0,27,common_bce,official-repo,19,5,14,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,200,200,200,0.48015238095238094,0.1760867792186608,0.10970744680851063,0.47253333333333336,0.17796264578745613,0.1240026595744681,0.35900952380952383,0.10716907266943965,0.09109042553191493,102,0.3589333333333333,0.10716907266943965,0.09109042553191493,0.48015238095238094,0.1760867792186608,0.10970744680851063,0.007619047619047581,0.0018758665687953202,0.014295212765957466,0.12114285714285711,-0.06891770654922116,-0.018617021276595702,True
NIFTY,german,GCN,24,0,27,common_auc,official-repo,0,0,0,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,96,90,200,0.5786666666666667,0.0,0.0,0.5785142857142858,0.0,0.0,0.35900952380952383,0.10716907266943965,0.09109042553191493,0,0.5772190476190476,0.0,0.0,0.48015238095238094,0.1760867792186608,0.10970744680851063,0.00015238095238090388,-0.0,-0.0,0.12114285714285711,-0.06891770654922116,-0.018617021276595702,True
NIFTY,german,GCN,24,1,28,common_bce,official-repo,48,10,38,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,200,200,200,0.6094095238095238,0.24859310007340346,0.2056183510638298,0.6096,0.3717478182856211,0.3640292553191489,0.4838857142857143,0.0003262376641384179,0.03540558510638303,200,0.4838857142857143,0.0003262376641384179,0.03540558510638303,0.6093714285714286,0.24859310007340346,0.2056183510638298,-0.00019047619047618536,0.12315471821221763,0.15841090425531912,0.12548571428571426,-0.24826686240926504,-0.17021276595744678,True
NIFTY,german,GCN,24,1,28,common_auc,official-repo,47,9,38,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,200,200,200,0.6093714285714286,0.24859310007340346,0.2056183510638298,0.6096,0.38667319141994944,0.3853058510638298,0.4838857142857143,0.0003262376641384179,0.03540558510638303,13,0.5700571428571428,0.0,0.0,0.6093714285714286,0.24859310007340346,0.2056183510638298,-0.00022857142857146684,0.13808009134654597,0.1796875,0.12548571428571426,-0.24826686240926504,-0.17021276595744678,True
NIFTY,german,GCN,24,2,29,common_bce,official-repo,95,23,72,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,200,112,200,0.4764952380952381,0.22249408694233752,0.21858377659574468,0.3842285714285714,0.1723350460810701,0.19963430851063835,0.5535238095238095,0.27673109860533396,0.20861037234042556,200,0.5535238095238095,0.27673109860533396,0.20861037234042556,0.4764952380952381,0.22249408694233752,0.21858377659574468,0.09226666666666666,-0.050159040861267434,-0.018949468085106336,-0.07702857142857145,0.05423701166299644,-0.009973404255319118,True
NIFTY,german,GCN,24,2,29,common_auc,official-repo,0,0,0,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,0,0,200,0.5771428571428572,0.0,0.0,0.5771428571428572,0.0,0.0,0.5535238095238095,0.27673109860533396,0.20861037234042556,18,0.5724190476190476,0.0,0.0,0.4764952380952381,0.22249408694233752,0.21858377659574468,0.0,-0.0,-0.0,-0.07702857142857145,0.05423701166299644,-0.009973404255319118,True
NIFTY,german,GCN,24,3,30,common_bce,official-repo,97,35,62,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,200,200,200,0.35916190476190474,0.15439197455346215,0.14128989361702127,0.5285333333333333,0.11956610390669603,0.0989029255319149,0.44457142857142856,0.15716499469863798,0.15226063829787234,200,0.4444952380952381,0.15716499469863798,0.15226063829787234,0.3590857142857143,0.15439197455346215,0.14128989361702127,-0.16937142857142856,-0.03482587064676612,-0.042386968085106363,-0.08548571428571428,0.0027730201451758307,0.010970744680851074,True
NIFTY,german,GCN,24,3,30,common_auc,official-repo,0,0,0,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,27,27,200,0.5680761904761905,0.0,0.0,0.5704380952380952,0.0,0.0,0.44457142857142856,0.15716499469863798,0.15226063829787234,56,0.5731809523809523,0.0,0.0,0.3590857142857143,0.15439197455346215,0.14128989361702127,-0.0023619047619046762,-0.0,-0.0,-0.08548571428571428,0.0027730201451758307,0.010970744680851074,True
NIFTY,german,GCN,24,4,31,common_bce,official-repo,70,18,52,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,125,199,197,0.49942857142857144,0.08090694070630455,0.045545212765957466,0.5503238095238095,0.09640322975287496,0.06366356382978722,0.49005714285714286,0.12560150069325504,0.17303856382978722,200,0.4900952380952381,0.12560150069325504,0.17303856382978722,0.5357714285714286,0.1357148682815431,0.1005651595744681,-0.050895238095238104,0.01549628904657041,0.018118351063829752,0.04571428571428571,-0.01011336758828807,0.07247340425531912,True
NIFTY,german,GCN,24,4,31,common_auc,official-repo,0,0,0,67,183,0.00546448087431694,armA,200,200,-1,deterministic-inference,0,60,54,197,0.5772190476190476,0.0,0.0,0.5773714285714285,0.0,0.0,0.49005714285714286,0.12560150069325504,0.17303856382978722,0,0.5673142857142857,0.0,0.0,0.5357714285714286,0.1357148682815431,0.1005651595744681,-0.00015238095238090388,-0.0,-0.0,0.04571428571428571,-0.01011336758828807,0.07247340425531912,True
NIFTY,german,GCN,25,0,27,common_bce,official-repo,13,7,6,76,174,0.005747126436781609,armA,200,200,-1,deterministic-inference,0,199,200,198,0.4316190476190476,0.08091349062310951,0.00907029478458049,0.4291047619047619,0.023290986085904408,0.06916099773242629,0.39977142857142856,0.058227465214761076,0.046485260770975034,85,0.39977142857142856,0.058227465214761076,0.046485260770975034,0.4320761904761905,0.08091349062310951,0.00907029478458049,0.0025142857142857467,-0.057622504537205105,0.0600907029478458,0.03230476190476195,-0.022686025408348437,0.037414965986394544,True
NIFTY,german,GCN,25,0,27,common_auc,official-repo,0,0,0,76,174,0.005747126436781609,armA,200,200,-1,deterministic-inference,0,104,89,198,0.5427809523809524,0.0,0.0,0.5583238095238096,0.0,0.0,0.39977142857142856,0.058227465214761076,0.046485260770975034,0,0.5763047619047619,0.0,0.0,0.4320761904761905,0.08091349062310951,0.00907029478458049,-0.015542857142857192,-0.0,-0.0,0.03230476190476195,-0.022686025408348437,0.037414965986394544,True
