method,dataset,selector,coordinate,step,from_stage,to_stage,lambda1_fairness,lambda2_propagation,mean,lo,hi,resolved
FMP,pokec_z,bce,dAUC,total,base,+propagation+fairness,30.0,20.0,-0.0032908177719212,-0.009470904390676,0.0023502780133072,False
FMP,pokec_z,bce,negDP,fair,+propagation,+propagation+fairness,30.0,20.0,-0.0019797177637226,-0.0039658962762338,0.0001327892844375,False
FMP,pokec_z,bce,negDP,total,base,+propagation+fairness,30.0,20.0,-0.0567282449913576,-0.0852911980897511,-0.0376598314958557,True
FMP,pokec_z,bce,negEO,fair,+propagation,+propagation+fairness,30.0,20.0,-0.0017689930633835,-0.0056274206873439,0.0012389258630665,False
FMP,pokec_z,bce,negEO,total,base,+propagation+fairness,30.0,20.0,-0.055789457359895,-0.0876465194692667,-0.0330352602492632,True
FMP,pokec_z,auc,dAUC,prop,base,+propagation,0.0,0.01,0.0005833867195765,-0.0007357053420534,0.0020250291517443,False
FMP,pokec_z,auc,negDP,prop,base,+propagation,0.0,0.01,0.0010361939456223,-0.0052725076080125,0.0079409853559314,False
FMP,pokec_z,auc,negEO,prop,base,+propagation,0.0,0.01,-0.0012984275980653,-0.0063756215565188,0.0042070637709939,False
FMP,pokec_z,auc,dAUC,fair,+propagation,+propagation+fairness,5.0,0.01,-0.0007472816255025,-0.002138774021003,0.000450965834012,False
FMP,pokec_z,auc,dAUC,total,base,+propagation+fairness,5.0,0.01,-0.0001638949059259,-0.001164576671255,0.0007228848853088,False
FMP,pokec_z,auc,negDP,fair,+propagation,+propagation+fairness,5.0,0.01,-0.0013058159710461,-0.0071768621860582,0.0035542677436476,False
FMP,pokec_z,auc,negDP,total,base,+propagation+fairness,5.0,0.01,-0.0002696220254237,-0.0079792783987846,0.0073705827718681,False
FMP,pokec_z,auc,negEO,fair,+propagation,+propagation+fairness,5.0,0.01,0.0011646852485881,-0.0072446509681683,0.0083656256251487,False
FMP,pokec_z,auc,negEO,total,base,+propagation+fairness,5.0,0.01,-0.0001337423494772,-0.0078325668158222,0.0071715607191729,False
FMP,pokec_z,auc,dAUC,fair,+propagation,+propagation+fairness,30.0,0.01,-0.0002327326612587,-0.0013434304733931,0.0007503438151135,False
FMP,pokec_z,auc,dAUC,total,base,+propagation+fairness,30.0,0.01,0.0003506540583177,-0.0008813744211751,0.0016619478488851,False
FMP,pokec_z,auc,negDP,fair,+propagation,+propagation+fairness,30.0,0.01,-0.0010290873307693,-0.0065577843608085,0.0039279049618401,False
FMP,pokec_z,auc,negDP,total,base,+propagation+fairness,30.0,0.01,7.106614852996016e-06,-0.0067667004851905,0.0074056128549462,False
FMP,pokec_z,auc,negEO,fair,+propagation,+propagation+fairness,30.0,0.01,0.0033341738019428,-0.0034999911741167,0.0098345048075319,False
FMP,pokec_z,auc,negEO,total,base,+propagation+fairness,30.0,0.01,0.0020357462038774,-0.0051891788553927,0.009304203219965,False
FMP,pokec_z,auc,dAUC,prop,base,+propagation,0.0,20.0,-0.0066166269575523,-0.0152492005609788,0.0009404019151873,False
FMP,pokec_z,auc,negDP,prop,base,+propagation,0.0,20.0,-0.0583708489087752,-0.0890132904860919,-0.0386173759014494,True
FMP,pokec_z,auc,negEO,prop,base,+propagation,0.0,20.0,-0.0566759343638697,-0.0910199053849771,-0.0302080451604552,True
FMP,pokec_z,auc,dAUC,fair,+propagation,+propagation+fairness,5.0,20.0,0.0001132669159305,-7.980846458816378e-05,0.000321807577214,False
FMP,pokec_z,auc,dAUC,total,base,+propagation+fairness,5.0,20.0,-0.0065033600416218,-0.0150919489971198,0.0010803185615694,False
FMP,pokec_z,auc,negDP,fair,+propagation,+propagation+fairness,5.0,20.0,-0.0023612627201903,-0.0045064542379041,-8.65838992148064e-05,False
FMP,pokec_z,auc,negDP,total,base,+propagation+fairness,5.0,20.0,-0.0607321116289655,-0.0898519153014761,-0.0419653527254786,True
FMP,pokec_z,auc,negEO,fair,+propagation,+propagation+fairness,5.0,20.0,-0.0004465407973749,-0.0028689787230443,0.0018561081725505,False
FMP,pokec_z,auc,negEO,total,base,+propagation+fairness,5.0,20.0,-0.0571224751612447,-0.0909484907816821,-0.0302749410837,True
FMP,pokec_z,auc,dAUC,fair,+propagation,+propagation+fairness,30.0,20.0,2.530569336570698e-05,-0.0003600182599856,0.0003968296735053,False
FMP,pokec_z,auc,dAUC,total,base,+propagation+fairness,30.0,20.0,-0.0065913212641866,-0.0152562799452877,0.0010204708133347,False
FMP,pokec_z,auc,negDP,fair,+propagation,+propagation+fairness,30.0,20.0,-0.0039056388876942,-0.006342423824945,-0.0014737534245671,False
FMP,pokec_z,auc,negDP,total,base,+propagation+fairness,30.0,20.0,-0.0622764877964695,-0.091674634827895,-0.0437542155334351,True
FMP,pokec_z,auc,negEO,fair,+propagation,+propagation+fairness,30.0,20.0,-0.0024361814408166,-0.0047898700853411,-0.0001061609081787,False
FMP,pokec_z,auc,negEO,total,base,+propagation+fairness,30.0,20.0,-0.0591121158046864,-0.0927921115750902,-0.0328106104787033,True
FMP,pokec_n,last,dAUC,prop,base,+propagation,0.0,0.01,5.1016016679839016e-05,-0.0016675641368288,0.0019579571038484,False
FMP,pokec_n,last,negDP,prop,base,+propagation,0.0,0.01,0.0012443358000885,-0.0051603960357527,0.0066827331028864,False
FMP,pokec_n,last,negEO,prop,base,+propagation,0.0,0.01,0.0053071899886158,-0.0027390747276297,0.013223035038169,False
FMP,pokec_n,last,dAUC,fair,+propagation,+propagation+fairness,5.0,0.01,0.0006246246454866,-0.0009049989048124,0.0021373846190477,False
FMP,pokec_n,last,dAUC,total,base,+propagation+fairness,5.0,0.01,0.0006756406621664,-0.000916134041678,0.0022134214775908,False
FMP,pokec_n,last,negDP,fair,+propagation,+propagation+fairness,5.0,0.01,-0.001229962075638,-0.0064366640124431,0.0042187517867221,False
FMP,pokec_n,last,negDP,total,base,+propagation+fairness,5.0,0.01,1.4373724450526814e-05,-0.0057302274508316,0.0054049647747139,False
FMP,pokec_n,last,negEO,fair,+propagation,+propagation+fairness,5.0,0.01,-0.0014812395213406,-0.0108085945511343,0.0080231335991721,False
FMP,pokec_n,last,negEO,total,base,+propagation+fairness,5.0,0.01,0.0038259504672751,-0.0047823310619588,0.0125082021437548,False
FMP,pokec_n,last,dAUC,fair,+propagation,+propagation+fairness,30.0,0.01,0.0003241880105275,-0.0011882230591855,0.0019315040824823,False
FMP,pokec_n,last,dAUC,total,base,+propagation+fairness,30.0,0.01,0.0003752040272073,-0.0010942873493144,0.001718581252502,False
FMP,pokec_n,last,negDP,fair,+propagation,+propagation+fairness,30.0,0.01,-0.0016440390953148,-0.0074493711112356,0.0041828549952392,False
FMP,pokec_n,last,negDP,total,base,+propagation+fairness,30.0,0.01,-0.0003997032952263,-0.0057374777903387,0.0050053259165336,False
FMP,pokec_n,last,negEO,fair,+propagation,+propagation+fairness,30.0,0.01,0.0005649894231124,-0.0073395734807408,0.0075506391662621,False
FMP,pokec_n,last,negEO,total,base,+propagation+fairness,30.0,0.01,0.0058721794117282,-0.0021559956391714,0.0138839216047335,False
FMP,pokec_n,last,dAUC,prop,base,+propagation,0.0,20.0,0.0063996717326015,-0.0055672783147275,0.01742175675162,False
FMP,pokec_n,last,negDP,prop,base,+propagation,0.0,20.0,-0.0426981384978591,-0.0549367998613235,-0.0294792419315015,True
FMP,pokec_n,last,negEO,prop,base,+propagation,0.0,20.0,-0.0047404272207171,-0.0214277456267363,0.0118378732814202,False
FMP,pokec_n,last,dAUC,fair,+propagation,+propagation+fairness,5.0,20.0,0.0003246204197262,3.1605956426852206e-05,0.0006738080575995,False
FMP,pokec_n,last,dAUC,total,base,+propagation+fairness,5.0,20.0,0.0067242921523277,-0.0052229152035989,0.0176515177581896,False
FMP,pokec_n,last,negDP,fair,+propagation,+propagation+fairness,5.0,20.0,0.0007310492112556,-0.0028683096738475,0.0037446520065461,False
FMP,pokec_n,last,negDP,total,base,+propagation+fairness,5.0,20.0,-0.0419670892866034,-0.0557879933907942,-0.0283347574162354,True
FMP,pokec_n,last,negEO,fair,+propagation,+propagation+fairness,5.0,20.0,0.0031869277780162,-0.0010187334065216,0.0071863309936689,False
FMP,pokec_n,last,negEO,total,base,+propagation+fairness,5.0,20.0,-0.0015534994427009,-0.0182896670568973,0.0148316140374446,False
FMP,pokec_n,last,dAUC,fair,+propagation,+propagation+fairness,30.0,20.0,0.000133477565582,-0.0004785010706261,0.0006701172438674,False
FMP,pokec_n,last,dAUC,total,base,+propagation+fairness,30.0,20.0,0.0065331492981835,-0.0053590703905814,0.0175177671649981,False
FMP,pokec_n,last,negDP,fair,+propagation,+propagation+fairness,30.0,20.0,0.0034377972706096,-0.0013820357170203,0.0092314981877436,False
FMP,pokec_n,last,negDP,total,base,+propagation+fairness,30.0,20.0,-0.0392603412272494,-0.0543372577889199,-0.024529413603176,True
FMP,pokec_n,last,negEO,fair,+propagation,+propagation+fairness,30.0,20.0,0.0045860897332128,0.0002846898475495,0.0091080956768607,False
FMP,pokec_n,last,negEO,total,base,+propagation+fairness,30.0,20.0,-0.0001543374875042,-0.0168935741858784,0.0163461290805919,False
FMP,pokec_n,bce,dAUC,prop,base,+propagation,0.0,0.01,3.309207295506174e-06,-0.0020887827870086,0.0012934253863158,False
FMP,pokec_n,bce,negDP,prop,base,+propagation,0.0,0.01,0.0001527961656942,-0.0046844855080111,0.0046538878370687,False
FMP,pokec_n,bce,negEO,prop,base,+propagation,0.0,0.01,0.0014052643291962,-0.003966975266825,0.0073284846371467,False
FMP,pokec_n,bce,dAUC,fair,+propagation,+propagation+fairness,5.0,0.01,-0.000204173878463,-0.0007892231462123,0.0003459789483609,False
FMP,pokec_n,bce,dAUC,total,base,+propagation+fairness,5.0,0.01,-0.0002008646711675,-0.001889137583502,0.0008027316442586,False
FMP,pokec_n,bce,negDP,fair,+propagation,+propagation+fairness,5.0,0.01,0.0019894882210246,-0.0031549197906268,0.0066612135873936,False
FMP,pokec_n,bce,negDP,total,base,+propagation+fairness,5.0,0.01,0.0021422843867189,-0.0021630680525754,0.0063428216286849,False
