method,backbone,dataset,configuration,configuration_role,protocol,native_evaluation_role,baseline_reference_protocol,count_in_primary_summary,task_adaptation,status,n_units,tau_nonint_dAUC_mean,tau_nonint_dAUC_lo,tau_nonint_dAUC_hi,tau_nonint_negDP_mean,tau_nonint_negDP_lo,tau_nonint_negDP_hi,tau_nonint_negEO_mean,tau_nonint_negEO_lo,tau_nonint_negEO_hi,tau_I_dAUC_mean,tau_I_dAUC_lo,tau_I_dAUC_hi,tau_I_dAUC_sign_stability,tau_I_dAUC_resolved,tau_I_negDP_mean,tau_I_negDP_lo,tau_I_negDP_hi,tau_I_negDP_sign_stability,tau_I_negDP_resolved,tau_I_negEO_mean,tau_I_negEO_lo,tau_I_negEO_hi,tau_I_negEO_sign_stability,tau_I_negEO_resolved,tau_pkg_dAUC_mean,tau_pkg_dAUC_lo,tau_pkg_dAUC_hi,tau_pkg_negDP_mean,tau_pkg_negDP_lo,tau_pkg_negDP_hi,tau_pkg_negEO_mean,tau_pkg_negEO_lo,tau_pkg_negEO_hi,tau_I_dAUC_auc_selector_mean,tau_I_dAUC_auc_selector_lo,tau_I_dAUC_auc_selector_hi,tau_I_dAUC_auc_selector_sign_stability,tau_I_dAUC_auc_selector_resolved,tau_I_negDP_auc_selector_mean,tau_I_negDP_auc_selector_lo,tau_I_negDP_auc_selector_hi,tau_I_negDP_auc_selector_sign_stability,tau_I_negDP_auc_selector_resolved,tau_I_negEO_auc_selector_mean,tau_I_negEO_auc_selector_lo,tau_I_negEO_auc_selector_hi,tau_I_negEO_auc_selector_sign_stability,tau_I_negEO_auc_selector_resolved,nonint_larger_dAUC,nonint_larger_negDP,nonint_larger_negEO,caveat
FairGB,SAGE,german,default,primary,controlled,,same_protocol,True,,complete,30,-0.04617142857142856,-0.08167190476190477,-0.013670507936507932,0.05357003812014073,-0.07554836421995509,0.17491383589315246,0.028406259873925935,-0.09606689164525148,0.1414459293983551,0.03194920634920633,0.009963047619047576,0.05693485714285712,0.7586206896551724,True,-0.027261487455429348,-0.09533111009212276,0.031636204658468725,0.5517241379310345,False,-0.016467232365759532,-0.07482802242971659,0.03437275217208633,0.5517241379310345,False,-0.014222222222222226,-0.05548190476190475,0.018929079365079347,0.026308550664711373,-0.1019258933363583,0.139812645383915,0.011939027508166401,-0.12109933506736027,0.1264066666666666,0.017779047619047625,0.006691999999999998,0.027633047619047623,0.7931034482758621,True,-0.07669173835889952,-0.12813473992363267,-0.028843319635388488,0.7931034482758621,True,-0.07869574495874002,-0.12875567570527027,-0.03463310086815464,0.7586206896551724,True,True,True,True,
FairGB,SAGE,german,default,primary,native,targeted,controlled_fixed_reference,False,,complete,30,0.004220952380952381,-0.021803777777777773,0.03258923809523808,0.21277889474410425,0.10551071108135791,0.31900234895851226,0.18845363420190772,0.07878839453467557,0.2958141303861969,0.025706666666666666,0.013384126984126998,0.03967847619047616,0.9,True,0.020373068479004906,-0.02208046174247283,0.056551582463825925,0.6666666666666666,False,0.021555914339731155,-0.013376718938018487,0.04929570659439895,0.7241379310344828,False,0.029927619047619047,0.006453238095238092,0.05845482539682541,0.23315196322310916,0.13216464737656647,0.3273119699932624,0.21000954854163886,0.1138774534258148,0.2997224221683354,0.02240507936507937,0.010016190476190472,0.032845777777777765,0.8666666666666667,True,0.0772940707430155,-0.00042881623098412456,0.15761405640391254,0.7333333333333333,False,0.05604423450231155,-0.00458049453158921,0.11656178938241958,0.7931034482758621,False,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairGNN,GCN,bail,default,primary,controlled,,same_protocol,True,,complete,30,0.12702304751234414,0.07997964986839542,0.17446738787717378,-0.03893293868747316,-0.04967711734542929,-0.027910707888727737,-0.014186279079654317,-0.023114765534765658,-0.006329263954610031,9.175842509176283e-05,1.2453601027120067e-05,0.00019196271641163393,0.5333333333333333,False,-5.56999503948663e-06,-0.00023013799943770897,0.00018949350997933588,0.5625,False,2.6215496747943796e-05,-0.0004473276655060164,0.0004499455171175953,0.6666666666666666,False,0.12711480593743593,0.08014379113759529,0.17450741213308107,-0.038938508682512654,-0.0496271970427549,-0.027920110987846945,-0.014160063582906373,-0.023028694296837533,-0.006450397069856496,0.0001038117628331355,2.1969121261867514e-05,0.00021809924731048709,0.7666666666666667,False,-2.7350628357100498e-06,-0.0002650349188104741,0.00025210955914473017,0.6111111111111112,False,8.064509996352666e-05,-0.00031060226888716665,0.0005079975540736374,0.5454545454545454,False,True,True,True,
FairGNN,GCN,credit,default,primary,controlled,,same_protocol,True,,complete,30,-0.008362320466303882,-0.019533109494222982,0.0019141504524648135,0.0008348738285503989,-0.03132088742818431,0.03252996482236336,0.005080481514285681,-0.02867366979590898,0.037179629734347755,0.004942836345253572,-0.003951290858338689,0.013872226038785414,0.6,False,-0.01010719209497029,-0.026526576587728914,0.005214957899024715,0.6333333333333333,False,-0.01360112817595032,-0.032730592050679595,0.003666969322721092,0.6333333333333333,False,-0.003419484121050309,-0.011963494022512126,0.006126696414188366,-0.009272318266419891,-0.04320413098517367,0.025857590753629867,-0.008520646661664636,-0.04514065875277227,0.02830647210710401,-0.0019450093611575422,-0.009144555754278276,0.006176271489151403,0.6,False,0.004440751786970087,-0.01504237172528972,0.027057082369198,0.5666666666666667,False,0.00627176500307256,-0.014833565833307848,0.028573024569077322,0.6,False,True,False,False,
FairGNN,GCN,german,default,primary,controlled,,same_protocol,True,,complete,30,-0.06076190476190477,-0.10440485714285715,-0.02164269841269844,0.05716281926282719,-0.005512426990704056,0.1242110038881098,0.03377126537967431,-0.03254554194298881,0.09876909127480776,-0.012782222222222212,-0.040970412698412687,0.021240571428571418,0.6333333333333333,False,0.09323584636887298,-0.001523953742560222,0.18460452123140186,0.7333333333333333,False,0.06567982244316169,-0.022954697495280573,0.14798727866634254,0.7407407407407407,False,-0.07354412698412698,-0.12685473015873014,-0.030374190476190464,0.15039866563170015,0.03850228002209347,0.26123199978210226,0.099451087822836,-0.0008596069580314611,0.19966667785066158,-0.021434920634920647,-0.03330800000000002,-0.011032063492063501,0.8666666666666667,True,0.12624066220899374,0.03666018443372304,0.2106033601838004,0.7241379310344828,False,0.10403254227222807,0.007405315459517145,0.18707884433028532,0.7241379310344828,False,True,False,False,
FairGNN,GCN,pokec_n,default,primary,controlled,,same_protocol,True,,complete,30,0.00035705724349069563,-0.0024334930605055876,0.002982982998231214,-0.0037535752000629713,-0.0122814685647891,0.0068069196960760334,-0.001030854114969724,-0.009540124506708242,0.0069663425607291276,-0.005895447951256361,-0.00836202160797401,-0.00368829015492358,0.9333333333333333,False,-0.003922356821659583,-0.01568436915039828,0.006971975686088758,0.5333333333333333,False,3.173030202510002e-05,-0.01129152219958395,0.012808432069121509,0.5,False,-0.005538390707765665,-0.008264137605377107,-0.002919360343107399,-0.007675932021722555,-0.02280982266765723,0.00630848740300785,-0.0009991238129446248,-0.015453036876941308,0.012189264021440507,-0.00563578863454497,-0.00808456413936764,-0.003397158893721945,0.9333333333333333,False,0.0026543914746238184,-0.00804077742108693,0.01302285633446454,0.6,False,0.003153038205808727,-0.006975633265139149,0.01339635669293238,0.5333333333333333,False,False,False,True,
FairGNN,GCN,pokec_n_g,default,primary,controlled,,same_protocol,True,,complete,30,0.000616780624674144,-0.002241520738809982,0.003367116313321056,-0.0044001144873914945,-0.011391461158731683,0.002680346043589288,-0.00398430844511537,-0.011792773729756525,0.0030441889376920436,-0.005861039554374118,-0.00832352622238575,-0.0036341062250526586,0.9,False,-0.00490737538878745,-0.010834102613744656,0.00022288743168781322,0.6333333333333333,False,-0.008442991229106571,-0.014959079315098328,-0.002021350799834495,0.6666666666666666,False,-0.005244258929699974,-0.00807237196661533,-0.0025494221867070595,-0.009307489876178942,-0.019778132371701618,-4.866656524619078e-05,-0.012427299674221938,-0.021272586993102933,-0.003087024106147194,-0.0056911988933483594,-0.00822958078828444,-0.0033208956503754457,0.9,False,-0.004245534931481023,-0.012941287930396256,0.004033026895393244,0.5666666666666667,False,-0.006146507740237462,-0.01357199987002262,0.0009375629976304319,0.6,False,False,False,False,
FairGNN,GCN,pokec_z,default,primary,controlled,,same_protocol,True,,complete,30,0.024260213471084088,0.018222065180167085,0.03082813810254293,-0.0363698748477489,-0.0580299568456297,-0.01631449722019313,-0.028941337266973104,-0.048425345934138296,-0.009227870063310141,-0.007030128603089603,-0.010747748310503865,-0.003488519969715184,0.6333333333333333,False,-0.017961795022491765,-0.0340993691809975,-0.005237436079416074,0.7,False,-0.013582394797678357,-0.026274874945730525,-0.001730461342237266,0.6333333333333333,False,0.017230084867994485,0.009857217176633215,0.024433651608473415,-0.05433166987024065,-0.07939895220615154,-0.028361709599362857,-0.042523732064651446,-0.06513595294175628,-0.019725370844912472,-0.0029904741833228295,-0.005399309734124164,-0.00045180458281891383,0.6,False,-0.007925842439283909,-0.021714421817392592,0.004805231577518282,0.6,False,-0.008408319878172402,-0.024139088726418942,0.0050099153742312625,0.5666666666666667,False,True,True,True,
FairGNN,GCN,pokec_z_g,default,primary,controlled,,same_protocol,True,,complete,30,0.024191233645314558,0.017816706239534057,0.03098376054553941,-0.002325310621647453,-0.012089172435449368,0.007838742913440217,-0.01121924614438342,-0.023191222936485272,-6.0178902334867774e-05,-0.006960510014670895,-0.010360416493492699,-0.0035262319859000343,0.6333333333333333,False,0.001159880801971113,-0.006453273147355571,0.009015444117404216,0.5333333333333333,False,0.009117785424708183,-0.0006838483792048652,0.019291187783486877,0.6333333333333333,False,0.017230723630643662,0.009819753404865354,0.024355054085162364,-0.0011654298196763393,-0.012551945857308261,0.009603705133668088,-0.0021014607196752364,-0.013885031602772352,0.009602030187153311,-0.0034426330587836213,-0.006184690736928403,-0.0006410688978077551,0.6333333333333333,False,-0.005108902504086717,-0.009811322382567787,-0.0008144015645815587,0.7,False,-0.00010370706759047638,-0.007490921458537517,0.007126451392555585,0.5,False,True,True,True,
FairGNN,GAT,pokec_n,upstreamGAT,robustness,controlled,,same_protocol,False,,complete,30,-0.12313312069664661,-0.15551563107618666,-0.09237778257040596,-0.0707403049784384,-0.14380639344490603,0.007357005313233337,-0.06105899578244458,-0.13522015001987941,0.015908678228725305,0.004706302460421827,-0.009302148688294817,0.02190350974292623,0.5,False,0.048300305191206386,-0.024393722126395512,0.12772512291997404,0.5333333333333333,False,0.04046819370927649,-0.03257435109677543,0.11685069297719217,0.6,False,-0.11842681823622479,-0.15418582883404586,-0.08664633868332343,-0.022439999787232053,-0.09764392207796589,0.05001736340120043,-0.020590802073168088,-0.08986422069007942,0.04575808333898538,0.0028048749685570845,-0.012710440841435583,0.02249382060336862,0.5333333333333333,False,-0.0138699343739243,-0.049696347752165894,0.02017498797732771,0.625,False,-0.014949819034702242,-0.06183594695744503,0.019922334613043827,0.5416666666666666,False,True,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairGNN,GAT,pokec_z,upstreamGAT,robustness,controlled,,same_protocol,False,,complete,30,-0.05201533176287469,-0.08076739319214592,-0.026680387214726476,-0.03952391935488273,-0.08650254850341867,0.0009909880429553016,-0.02633612193492169,-0.05910114554438712,0.004071336208497085,-0.04529716038722558,-0.07106550777380785,-0.02301692079467741,0.7333333333333333,False,-0.01503815954166927,-0.09397882262123981,0.05920265795646685,0.6333333333333333,False,-0.025725981085964945,-0.09128341701837725,0.03248689445320371,0.6333333333333333,False,-0.0973124921501003,-0.13178648787850053,-0.06912489899787437,-0.05456207889655199,-0.12701550274425724,0.00632533887995641,-0.05206210302088664,-0.10564214091870834,-0.007103757584075341,-0.027272733059153443,-0.05269577661058678,-0.00431166953907594,0.7,False,0.020138628363790614,-0.049452379739088066,0.09703207483998544,0.6,False,0.014637643424061661,-0.042686565049918065,0.0798129952863157,0.5333333333333333,False,True,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairGNN,GCN,pokec_n,upstreamGCN,robustness,controlled,,same_protocol,False,,complete,30,0.0003611311542458751,-0.00244264089782719,0.0029941465069836686,-0.003948619362685421,-0.012483858169446416,0.006531346514763994,-0.0015448748877228107,-0.01009406252617098,0.00642957134573174,-0.0388088990754935,-0.044437886565568144,-0.03364755721943601,1.0,True,0.025543386390073988,-0.018719050979339943,0.07529416953653298,0.5,False,0.027495170009867034,-0.013033198121063058,0.0708230556455436,0.6,False,-0.038447767921247614,-0.044838828011630576,-0.03235865183164206,0.021594767027388564,-0.026492983708933444,0.0766010468324987,0.025950295122144217,-0.014315909714891006,0.07105445589639887,-0.03844932326636464,-0.04396677286102274,-0.033429468389315535,1.0,True,0.028757706588367248,-0.016086798727322847,0.07760540509499646,0.5333333333333333,False,0.028254994230011335,-0.011624329347714792,0.06975743264388687,0.5666666666666667,False,False,False,False,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairGNN,GCN,pokec_z,upstreamGCN,robustness,controlled,,same_protocol,False,,complete,30,0.02426242875002273,0.018226176250192537,0.030835566203163738,-0.03625568071479812,-0.05797651609762541,-0.016069368572945466,-0.028718623023473316,-0.048246179264585035,-0.008975531176166127,-0.04537410522630721,-0.05108919847678721,-0.03988661185495547,1.0,True,0.028115864297815787,-0.0028552843979670756,0.06116887270116025,0.7,False,0.029545101070678877,-0.00019845804025196503,0.056878485554438835,0.6333333333333333,False,-0.021111676476284476,-0.02595920337744307,-0.015906625835456205,-0.008139816416982344,-0.0322519856684861,0.0157557145195963,0.0008264780472055669,-0.01966548756675789,0.021803944914264076,-0.043828422200651765,-0.05038956254847809,-0.0373983951849007,1.0,True,0.03609185673486563,0.005040653018749506,0.0667212359522455,0.7,False,0.03363288956336066,0.001984781055654532,0.06161412667367441,0.6666666666666666,False,False,True,False,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GCN,bail,GCN,primary,controlled,,same_protocol,True,,complete,30,0.1078366305908355,0.05747212386634853,0.15795940220610516,-0.03765328195037752,-0.05100496032882223,-0.024510286187749034,-0.009196836201151387,-0.0248647880439256,0.006277644473756758,0.0033323365414344,-0.003992930398543298,0.011844473806120047,0.5666666666666667,False,0.0050636385218032895,0.0007927297091039685,0.010039506938718525,0.7666666666666667,False,-0.005636972188986378,-0.013816321844539417,0.0014564562541606316,0.6,False,0.1111689671322699,0.06290321866527591,0.1597139261458196,-0.03258964342857423,-0.044506275215566084,-0.02096350479931404,-0.014833808390137765,-0.027105600098183365,-0.002037210224196883,0.003018146204308299,-0.0015105120092059388,0.007883202631147971,0.7,False,0.010234903896414856,-0.005649229523393816,0.026012922259262935,0.7,False,0.007890738357335034,-0.006730942421462763,0.02204165095144472,0.7,False,True,True,True,
FairSIN,GCN,bail,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.10762764548442429,0.057449463033369785,0.15766309114606455,-0.037774458250517944,-0.0511464791084442,-0.024593830446794345,-0.009474756247481933,-0.024984642307735713,0.005965948528902661,0.0038717935570636926,-0.003800748697219146,0.012798690159323452,0.6,False,0.0052717614646517474,0.0006647627950772174,0.010092843085199503,0.8,False,-0.004596729462794713,-0.011828648912612648,0.0017823674895763304,0.6,False,0.11149943904148799,0.0621631264291815,0.16104853467764402,-0.03250269678586621,-0.044854716051985724,-0.02052287811555256,-0.014071485710276645,-0.02738213953893372,-0.0008525573562157763,0.0021837108515243343,-0.003917585478572324,0.00855905217143748,0.5666666666666667,False,0.010539819860861131,-0.009101513416827741,0.030275862433098624,0.6666666666666666,False,0.011017708143394684,-0.0016484667511960799,0.02400533337514673,0.6666666666666666,False,True,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,credit,GCN,primary,controlled,,same_protocol,True,,complete,30,0.01942789081099887,0.012434335591383452,0.026366950917208344,0.07295263121835532,0.04724908248029281,0.09849659940863252,0.0718328874182404,0.04418300714531023,0.09923286196105972,-0.04587965452586778,-0.07089475140689115,-0.030503011206454676,0.9666666666666667,True,0.07656166495356928,0.05502304092388726,0.09850948563704924,0.8666666666666667,True,0.058928185504997475,0.03685191032030444,0.08278337696205541,0.9333333333333333,True,-0.026451763714868914,-0.050999287142014016,-0.011612522121533065,0.1495142961719246,0.12222827287391674,0.1774306049659397,0.13076107292323788,0.10182053914681104,0.15960385722884413,-0.018105115408984386,-0.0198105002838429,-0.016492529305409214,1.0,True,0.11747454481156867,0.10832356306666133,0.12777354803692076,1.0,True,0.10046080015143971,0.08474561854954302,0.11614409941186449,1.0,True,False,False,True,
FairSIN,GCN,credit,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.01890749321558162,0.011006965632046088,0.02675084433076282,0.06085848760704956,0.03759903997621383,0.08341976696541092,0.059858379260738344,0.03502105543966523,0.08353243943580861,-0.04896310220990192,-0.06595511265878859,-0.03584278126221919,1.0,True,0.08256181375832078,0.0549322500855742,0.10751916418151775,0.9333333333333333,True,0.06674486386581155,0.04106783154093009,0.09044832886372182,0.9333333333333333,True,-0.0300556089943203,-0.047830633308356255,-0.015303514511213175,0.14342030136537035,0.10692523929160318,0.17761739506628893,0.12660324312654989,0.09096511004799347,0.16027954378149556,-0.020070676421244972,-0.023118819562626337,-0.017424834602121318,1.0,True,0.09721059996329331,0.068746647384457,0.11958343668909739,0.9333333333333333,True,0.07607549789402196,0.04453096677925675,0.1043867057582103,0.9333333333333333,True,False,False,False,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,german,GCN,primary,controlled,,same_protocol,True,,complete,30,0.0037130158730158793,-0.0025359365079365166,0.010721396825396825,0.13303380906279094,0.0510891176043005,0.23913041672265575,0.12838551185840769,0.049431180916811174,0.22616501283048684,-0.10966095238095237,-0.156119873015873,-0.060102857142857166,0.9,True,0.17890743199046613,0.08268979502894816,0.2758666299799678,0.9,True,0.13216414412100536,0.054022426506802446,0.21019859943977587,0.8666666666666667,True,-0.10594793650793649,-0.15429876190476188,-0.053826857142857135,0.3119412410532571,0.1695239225924028,0.45122158871966644,0.26054965597941304,0.13150933893607678,0.3886556857530245,-0.04974476190476192,-0.07606184126984127,-0.02525657142857144,0.9,True,0.17809765617085097,0.07976996299286777,0.29148138853876404,0.9,True,0.1597526201497147,0.07673900849228575,0.2572274934138841,0.9666666666666667,True,False,False,False,
FairSIN,GCN,german,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.0021257142857142937,-0.006074984126984143,0.010256920634920626,0.14169508502108308,0.07196227734344032,0.21290279555601127,0.15304615610428574,0.07740746199100211,0.22945653488922166,-0.09098793650793653,-0.1292142857142857,-0.057193873015873045,0.9333333333333333,True,0.14931328821287684,0.05675756355659264,0.24154857134367116,0.8333333333333334,True,0.08295821408350572,0.010932574696545249,0.15500404359616182,0.6551724137931034,False,-0.08886222222222223,-0.12573206349206353,-0.05380685714285712,0.2910083732339599,0.15009263331978537,0.4276603257098426,0.2360043701877914,0.10485663832199546,0.36148397688552375,-0.07911111111111113,-0.11159111111111114,-0.04950603174603175,0.9333333333333333,True,0.21047336129713157,0.10012901165152945,0.3199264849442465,0.9666666666666667,True,0.18363967306189616,0.08820561602418744,0.2840942649945615,0.9666666666666667,True,False,False,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,pokec_n,GCN,primary,controlled,,same_protocol,True,,complete,30,-0.01211505629581808,-0.020029785576400328,-0.004248489323172119,0.01060935774920733,-0.006777463980786124,0.031606571408553594,0.01170838436902318,-0.006188926781054397,0.03183067338826555,0.0027522852895109696,-0.0019442564466656382,0.009614802353025871,0.6,False,-0.001908624742727676,-0.01827734634291023,0.010588651790492743,0.5,False,-0.0005040255438316973,-0.01262824039144696,0.010793342330507784,0.5666666666666667,False,-0.00936277100630711,-0.016721975478904902,-0.003340630773717729,0.008700733006479654,-0.001545914621334674,0.021032898598229596,0.011204358825191486,-0.0022914442852294144,0.027464927969793555,0.0007400575185051883,-0.0010884765702769876,0.0025083011609673945,0.6666666666666666,False,0.016968883955490992,0.0034511360317575237,0.03396494205957585,0.7666666666666667,True,0.010550854949010617,-0.0016817726575825104,0.024939379016098082,0.6,False,True,True,True,
FairSIN,GCN,pokec_n,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,-0.012115001117473696,-0.020029726876834898,-0.004248489323172119,0.01060935774920733,-0.006777463980786124,0.031606571408553594,0.01170838436902318,-0.006188926781054397,0.03183067338826555,0.0028543026991202703,-0.0017541295638092156,0.009583818435441718,0.6,False,-0.0007153627645720519,-0.01672807210159461,0.01123556777132442,0.5333333333333333,False,0.0005259615061979982,-0.011129691450171774,0.011356084530105177,0.6333333333333333,False,-0.009260698418353426,-0.016283583469909872,-0.0033956606506792136,0.00989399498463528,-0.0007248280436069288,0.022355885695055252,0.012234345875221181,-0.0017874835933144437,0.02861228817650361,0.0006838246261593092,-0.0010982738465522032,0.0023746858059943,0.6666666666666666,False,0.020067995889373982,0.004211174321084582,0.041038919369946164,0.7,False,0.01260472460790785,-0.00014455744511344853,0.027627371651034807,0.6,False,True,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GCN,pokec_z,GCN,primary,controlled,,same_protocol,True,,complete,30,0.025112853520442648,0.018854719868071308,0.0320254517483783,-0.03369462374795696,-0.05033315524946785,-0.016882883403105255,-0.029517979504022917,-0.047860178317454136,-0.010558977016386037,0.0012218753653554773,-0.0011110372811228971,0.003656516399979563,0.5333333333333333,False,0.01781659615580084,0.010381576838153555,0.02759849609030877,0.8666666666666667,True,0.014248809464120564,0.008237306779462862,0.02119602557630859,0.8666666666666667,True,0.026334728885798128,0.01986716223353347,0.033350782241146855,-0.015878027592156122,-0.037092452221662985,0.006549578126078426,-0.015269170039902354,-0.034833679011971756,0.006851464137343596,-0.0008232441579612337,-0.00283354220602761,0.0007343781206816225,0.5,False,0.017165273197880773,0.007971867224744364,0.02882913642543777,0.8,True,0.013000772394248194,-0.00035831937844796595,0.02969625922677199,0.7,False,True,True,True,
FairSIN,GCN,pokec_z,GCN,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.025112924691384396,0.018854770689588154,0.032025512935894236,-0.03369462374795696,-0.05033315524946785,-0.016882883403105255,-0.029517979504022917,-0.047860178317454136,-0.010558977016386037,0.0012626292153814019,-0.0010658231924471565,0.0036815873165841257,0.5333333333333333,False,0.01639795378684522,0.007789330366882201,0.02683567749999647,0.8333333333333334,True,0.013890699881817426,0.007907229946911114,0.020875771567353985,0.8666666666666667,True,0.0263755539067658,0.019917343769568555,0.033358321535523885,-0.01729666996111174,-0.04081715207892949,0.006308592699745069,-0.015627279622205496,-0.035498107521388135,0.006749492604665473,-0.0008224818773456711,-0.002833945394628835,0.0007361907041024254,0.5,False,0.017168121698590225,0.007977434083577435,0.02882913642543777,0.8,True,0.012934238794780461,-0.0004228844414774485,0.029664017675721712,0.7,False,True,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
FairSIN,GIN,bail,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.10971393794406024,0.05393195860552192,0.1632571677978947,-0.036134441283050926,-0.05247809182517988,-0.018859416803282385,-0.016873969575079212,-0.03319178622695785,-0.0014379756513915904,0.00662164776907388,-0.008399857713217794,0.024222537713554534,0.5333333333333333,False,0.00024102766412774045,-0.008858769000315058,0.009053222502608498,0.6,False,-0.010675606368361493,-0.020100287560076962,-0.0002780645035095313,0.7,False,0.11633558571313414,0.06655473221373771,0.16440328548477126,-0.035893413618923196,-0.04846878817427041,-0.02307630241619845,-0.027549575943440704,-0.0430642068161742,-0.016759104412107394,-0.0017992412647101794,-0.007351812024817885,0.0032932338237829754,0.5,False,-0.0001860472628712607,-0.006926290561339383,0.006044134062581522,0.6,False,-0.0054064205495401195,-0.01578176036343806,0.0038488873448908343,0.5666666666666667,False,True,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,bail,GIN,robustness,native,systematic,controlled_fixed_reference,False,,complete,30,0.11021174717020793,0.0543633076246481,0.16376022819774413,-0.03695324588413259,-0.05343508865506663,-0.019303050170323077,-0.017300911990312712,-0.03349311443432411,-0.0017727696958690963,0.004201812668938054,-0.008220354178082243,0.018192310238372925,0.5666666666666667,False,0.002953822745287371,-0.005186595265232269,0.010921812028063785,0.6,False,-0.00808130617620361,-0.01643867658365486,0.00026223303658351,0.6333333333333333,False,0.114413559839146,0.06434854619208913,0.16308198712218847,-0.03399942313884522,-0.04591218100810495,-0.021741492787613288,-0.025382218166516323,-0.03868442381948478,-0.012224901075680599,-0.0026808536365111714,-0.007704259353007505,0.0018680700482592051,0.6333333333333333,False,-0.002622538130050501,-0.01010905012455625,0.005137823136478766,0.6333333333333333,False,-0.008001138256541718,-0.019812598497206884,0.0033429449397243288,0.6333333333333333,False,True,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast; robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
FairSIN,GIN,credit,GIN,robustness,controlled,,same_protocol,False,,complete,30,0.00625465052269029,-0.0021727257488538976,0.015144939921722445,0.11388145714653136,0.085658532334186,0.13899428374938302,0.1127618474275356,0.08423293745893891,0.13852088414932254,-0.03454253545078118,-0.04975191638255717,-0.024372442115773312,1.0,True,0.06049274789960298,0.04591178022439678,0.07738236238611523,1.0,True,0.03583459098939653,0.018827986158699645,0.05353415742110643,1.0,True,-0.02828788492809089,-0.04380599886338999,-0.015997321199173454,0.17437420504613435,0.15160736257918095,0.19730994631942073,0.14859643841693213,0.12124983004698886,0.1752305785270274,-0.034885807706375546,-0.03870369940383529,-0.030802660350951125,1.0,True,-0.04958819249850907,-0.13133734630407437,0.016910955379887894,0.6,False,-0.055324931782494265,-0.1448358361636907,0.007845944319060747,0.6333333333333333,False,False,True,True,"robustness configuration: shares data, splits and baseline with the primary configuration of the same dataset, never pooled into primary counts"
