method,backbone,dataset,configuration,native_evaluation_role,controlled_horizon,native_horizon,factors_changed,x_name,x_mean,x_lo,x_hi,x_resolved,y_name,y_mean,y_lo,y_hi,y_resolved,sign_changed,resolution_changed,abs_shift,configuration_role,task_adaptation
FairGB,SAGE,german,default,targeted,200,1500,"horizon 200 -> 1500; selector unchanged (sigma_c^BCE, as in the controlled arm); the method's own published rule was replayed and recorded as code_epoch / m1pub_*, but does not enter this estimate; feature normalization off (upstream data_utils.py rule)",controlled_tau_I_negDP,-0.027261487455429348,-0.09533111009212276,0.031636204658468725,False,native_tau_I_negDP,0.020373068479004906,-0.02208046174247283,0.056551582463825925,False,True,False,0.047634555934434254,,
FairVGNN,GCN,credit,default,targeted,200,200,"horizon unchanged (200); selector unchanged (sigma_c^BCE, as in the controlled arm); the method's own published rule was replayed and recorded as code_epoch / m1pub_*, but does not enter this estimate; training loop from fairvgnn_credit.py via harness/adapters/fairvgnn_credit_native.py (clip_c=1.0, official-repo-default)",controlled_tau_I_negDP,-0.00013312788501763096,-0.04062605295153171,0.03295973086572659,False,native_tau_I_negDP,0.03194704861142296,0.013828328299216685,0.0500189450246162,True,True,True,0.03208017649644059,,
FairVGNN,GCN,german,default,targeted,200,200,"horizon unchanged (200); selector unchanged (sigma_c^BCE, as in the controlled arm); the method's own published rule was replayed and recorded as code_epoch / m1pub_*, but does not enter this estimate; feature normalization off (official dataset.py rule); harness pre-norm and wrapper norm disabled",controlled_tau_I_negDP,-0.0028977891748784984,-0.11017069196887114,0.1032608714638966,False,native_tau_I_negDP,0.19028410555557157,0.08674609253282986,0.29113178445590326,True,True,True,0.19318189473045005,,
NIFTY,GCN,german,default,targeted,200,1000,"horizon 200 -> 1000; selector unchanged (sigma_c^BCE, as in the controlled arm); the method's own published rule was replayed and recorded as code_epoch / m1pub_*, but does not enter this estimate; training and validation-view drop rates from the official command",controlled_tau_I_negDP,-0.006451846881340765,-0.041800591948797435,0.03169526975788681,False,native_tau_I_negDP,-0.15102324761229438,-0.22529634717881347,-0.08137234689544902,True,False,True,0.14457140073095362,,
