method,backbone,dataset,configuration,configuration_role,protocol,native_evaluation_role,baseline_reference_protocol,count_in_primary_summary,task_adaptation,status,n_units,tau_nonint_dAUC_mean,tau_nonint_dAUC_lo,tau_nonint_dAUC_hi,tau_nonint_negDP_mean,tau_nonint_negDP_lo,tau_nonint_negDP_hi,tau_nonint_negEO_mean,tau_nonint_negEO_lo,tau_nonint_negEO_hi,tau_I_dAUC_mean,tau_I_dAUC_lo,tau_I_dAUC_hi,tau_I_dAUC_sign_stability,tau_I_dAUC_resolved,tau_I_negDP_mean,tau_I_negDP_lo,tau_I_negDP_hi,tau_I_negDP_sign_stability,tau_I_negDP_resolved,tau_I_negEO_mean,tau_I_negEO_lo,tau_I_negEO_hi,tau_I_negEO_sign_stability,tau_I_negEO_resolved,tau_pkg_dAUC_mean,tau_pkg_dAUC_lo,tau_pkg_dAUC_hi,tau_pkg_negDP_mean,tau_pkg_negDP_lo,tau_pkg_negDP_hi,tau_pkg_negEO_mean,tau_pkg_negEO_lo,tau_pkg_negEO_hi,tau_I_dAUC_auc_selector_mean,tau_I_dAUC_auc_selector_lo,tau_I_dAUC_auc_selector_hi,tau_I_dAUC_auc_selector_sign_stability,tau_I_dAUC_auc_selector_resolved,tau_I_negDP_auc_selector_mean,tau_I_negDP_auc_selector_lo,tau_I_negDP_auc_selector_hi,tau_I_negDP_auc_selector_sign_stability,tau_I_negDP_auc_selector_resolved,tau_I_negEO_auc_selector_mean,tau_I_negEO_auc_selector_lo,tau_I_negEO_auc_selector_hi,tau_I_negEO_auc_selector_sign_stability,tau_I_negEO_auc_selector_resolved,nonint_larger_negDP,nonint_larger_negEO,caveat
FnRGNN,GCN,german,default,primary,controlled,,same_protocol,False,"released for node regression: loss MSE -> BCE, losses on training nodes only, mmd_sample and H set by the harness (no loop released)",complete,30,0.18055873015873022,0.1442526666666667,0.21580495238095243,-0.18521644125081388,-0.30681874179082325,-0.056798902941798526,-0.16525942130398258,-0.294699556672403,-0.0326613454270598,-0.005975873015873029,-0.03790133333333335,0.02361549206349203,0.5,False,0.16049017967938728,0.01853905498813619,0.2996543832326104,0.7666666666666667,True,0.1580807402097955,0.018296468031657152,0.2960192195787891,0.7586206896551724,True,0.1745828571428572,0.12654419047619048,0.21874041269841274,-0.024726261571426596,-0.09570476417643523,0.05016376451742427,-0.007178681094187064,-0.08726918599073792,0.07665602279933842,0.009570793650793653,-0.013912507936507935,0.031265238095238096,0.6666666666666666,False,0.1592190187083169,0.015401267898054165,0.3105996051039471,0.7333333333333333,False,0.15186246960368074,-0.002317001220257599,0.31348190955770583,0.7333333333333333,False,True,True,"task-adapted: released for node regression: loss MSE -> BCE, losses on training nodes only, mmd_sample and H set by the harness (no loop released); reported on its own, never counted in the primary summary"
FnRGNN,GCN,pokec_n,default,primary,controlled,,same_protocol,False,"released for node regression: loss MSE -> BCE, losses on training nodes only, mmd_sample and H set by the harness (no loop released)",complete,30,0.023430795669796556,0.015388529458381683,0.030407621953146138,-0.003304884439616182,-0.018010723736106068,0.014723343324794422,-0.005961852423887407,-0.024900886013533054,0.015364247649334516,-0.020165065517903678,-0.03146535355674868,-0.007250716973717448,0.9,True,0.06610525870062331,0.02023989250972962,0.11438853255133077,0.8666666666666667,True,0.06323405857694873,0.017945073630826557,0.1102245103974335,0.8333333333333334,True,0.00326573015189288,-0.0035314258381450537,0.010678052979591672,0.06280037426100712,0.011224367446385528,0.1207076920029934,0.057272206153061306,0.0026457640140071796,0.1167051836700326,-0.027571834162367376,-0.036590870356848854,-0.018684974882669767,1.0,True,0.06470784711299657,0.014751384851626288,0.11342643793689011,0.7,False,0.06318407543223711,0.020879328614086225,0.10472686606447783,0.8333333333333334,True,False,False,"task-adapted: released for node regression: loss MSE -> BCE, losses on training nodes only, mmd_sample and H set by the harness (no loop released); reported on its own, never counted in the primary summary"
FnRGNN,GCN,pokec_z,default,primary,controlled,,same_protocol,False,"released for node regression: loss MSE -> BCE, losses on training nodes only, mmd_sample and H set by the harness (no loop released)",complete,30,0.037083755983074944,0.028315628360908947,0.04656104387037396,-0.02796731145084154,-0.05458040944404901,-0.0001839412949616479,-0.020221470098960085,-0.04653800335932358,0.009603735434588295,-0.06171365782706684,-0.08676875996032636,-0.03987437436827187,1.0,True,0.07964262599272305,0.047255315880695474,0.1142878894835848,0.9666666666666667,True,0.06032309532073151,0.034911167994618846,0.08527380176800417,0.9666666666666667,True,-0.024629901843991893,-0.04456601758393896,-0.005904202545134932,0.05167531454188152,0.014253934913657913,0.09082224246025629,0.040101625221771436,0.00668016162408209,0.07418516675398427,-0.05433110452075688,-0.06931344993360783,-0.04010539269371666,1.0,True,0.10376055424756461,0.0587171938673243,0.15625023084349535,1.0,True,0.08655915300632391,0.053699018489184576,0.1256184176498626,1.0,True,False,False,"task-adapted: released for node regression: loss MSE -> BCE, losses on training nodes only, mmd_sample and H set by the harness (no loop released); reported on its own, never counted in the primary summary"
GEAR,SAGE,bail,default,primary,controlled,,same_protocol,True,,complete,30,0.11718530138191201,0.071109144950251,0.16319316728489439,-0.032221798640931776,-0.06752420205864078,0.002278773736188949,-0.026851818298703416,-0.057187206986996995,-0.003026448273163373,0.0026206539107915074,-0.0008494587381724294,0.006373682949641782,0.6,False,0.016000176658312805,-0.019841323790360427,0.04971797327947349,0.6666666666666666,False,0.02459840256574032,-0.0002383973383963428,0.04787098581865732,0.8666666666666667,False,0.11980595529270349,0.0739463075779653,0.1659428526545148,-0.016221621982618974,-0.03163874217703765,-0.00033389669210227184,-0.00225341573296309,-0.016251923745728297,0.01074485145418684,0.002632940024632165,-0.000690560750607898,0.0061999183019666075,0.6666666666666666,False,0.020494453671173203,-0.017993554318810605,0.05916588912056287,0.6333333333333333,False,0.0266373368844613,-0.0019016046984498,0.05605515457834287,0.8333333333333334,False,True,True,"the released counterfactual assets are three identical files that flip the sensitive attribute on the unchanged graph, so the cell measures the similarity objective given an attribute flip, not the published generator; no native cell: the published counterfactual assets cannot be reproduced"
NIFTY,GCN,bail,default,primary,controlled,,same_protocol,True,,complete,30,0.028714475178542455,-0.03540473426089188,0.09192073739450456,-0.0023556386865848625,-0.013288012276452398,0.008228797131684758,-0.0005757132261835707,-0.008062540861165712,0.005965514710309986,-0.025871430808994508,-0.05025113376309541,-0.007506783350628852,0.6333333333333333,False,0.000953085630577253,-0.006320805081897361,0.008548999664460703,0.5,False,-0.00043577851459750025,-0.004898613158537482,0.004042286393280632,0.5333333333333333,False,0.002843044369547946,-0.05843982082554008,0.06585988288237267,-0.001402553056007609,-0.014993694549695109,0.011684877233122937,-0.0010114917407810702,-0.008926175458481787,0.005721049233871843,-0.024353899643782397,-0.04870429576811772,-0.00612843411709362,0.6,False,0.0010588185498477322,-0.006181416601997685,0.008390397318909271,0.5,False,0.0013221726509098591,-0.0029736711973388057,0.005712858696828384,0.5666666666666667,False,True,True,
NIFTY,GCN,credit,default,primary,controlled,,same_protocol,True,,complete,30,-0.12362465354670177,-0.1508403083218931,-0.09776898811574848,0.07850380106718752,0.04675321449032933,0.11253346337557275,0.05280719297078266,0.018830108860628438,0.0902587328169907,-0.023084163526128763,-0.036500716512874135,-0.012997148636854012,1.0,True,0.016687013339315118,0.006075389922268874,0.027860957611645764,0.8,True,0.01630072475826315,0.005146729285870133,0.028558491614404942,0.7666666666666667,True,-0.1467088170728305,-0.17256955458557405,-0.12226172472641396,0.09519081440650264,0.06743995555433681,0.12531272478704608,0.06910791772904577,0.03776468189369892,0.10206776142457821,-0.020951519946728416,-0.03427487375844312,-0.010448478340203996,1.0,True,0.014176364241635124,0.006470944619787566,0.024439865290710558,0.75,True,0.011046233806669895,0.0018485304504872113,0.02252945139606867,0.6666666666666666,False,True,True,
NIFTY,GCN,german,default,primary,controlled,,same_protocol,True,,complete,30,0.06018412698412699,0.024555365079365093,0.09335571428571428,0.038381874492640085,-0.027778122703687194,0.10390719816201878,0.04651291193782477,-0.020571908450289104,0.11923115812533637,-0.03058920634920633,-0.05566507936507934,-0.007384793650793645,0.6666666666666666,False,-0.006451846881340765,-0.041800591948797435,0.03169526975788681,0.6,False,0.004244640468480539,-0.034407748651174415,0.04402823211761066,0.5666666666666667,False,0.029594920634920644,0.002656761904761906,0.05678028571428572,0.03193002761129932,-0.016425896736920093,0.07858506614900532,0.050757552406305306,0.005817842840889333,0.1024101425415024,-0.007037460317460323,-0.025281714285714303,0.005953269841269841,0.5833333333333334,False,0.024209929978745062,0.004105157273740589,0.057128690179164165,0.8571428571428571,True,0.025574498907127863,0.00399999999999999,0.056962495055055115,1.0,True,True,True,
NIFTY,GCN,german,default,primary,native,targeted,controlled_fixed_reference,False,,complete,30,0.14644190476190475,0.10513825396825398,0.1858870793650794,0.11939632023098047,0.0678094389311442,0.17354389372941678,0.12800759713459853,0.07361305007759604,0.18795937547906275,0.05054222222222224,0.027963301587301616,0.07216031746031748,0.8666666666666667,True,-0.15102324761229438,-0.22529634717881347,-0.08137234689544902,0.9333333333333333,True,-0.12220322267796005,-0.18616862145390067,-0.06432566448801741,0.9333333333333333,True,0.19698412698412698,0.16157031746031744,0.23275352380952388,-0.031626927381313875,-0.12815308370133152,0.06019811714913508,0.005804374456638445,-0.07891082821160378,0.09330591252547114,0.003443809523809527,-0.012911904761904763,0.018655238095238096,0.5666666666666667,False,-0.01998258152915698,-0.09161906106975953,0.05055433812093346,0.5666666666666667,False,-0.01950964788988881,-0.0781032257499631,0.03639195767195763,0.5333333333333333,False,False,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
SFG,SAGE,bail,default,primary,controlled,,same_protocol,True,,complete,30,0.13120479041732866,0.08166114636552964,0.17882028475021902,-0.03398532841524495,-0.058105193110180545,-0.011408398027210805,-0.021826032933035592,-0.05260738479818924,0.002728590123038687,0.0021207433223233707,-0.008321002896372413,0.012270816385320087,0.5666666666666667,False,0.020155288693842956,0.00038896159567989685,0.0445637395397805,0.7333333333333333,False,0.007004775222389703,-0.00726187493413353,0.026971547687676813,0.5,False,0.133325533739652,0.08429016913511368,0.18186967843544355,-0.013830039721401998,-0.030210317536050704,0.005062001147710477,-0.014821257710645888,-0.03252075475852494,0.002300261629653667,0.013334428975356586,-0.0013781430831953292,0.026080948430591642,0.7333333333333333,False,-0.0007910257922356291,-0.0077045704021778474,0.007623048760462056,0.5666666666666667,False,0.003910992916739074,-0.006530211397052536,0.016388033043936653,0.5666666666666667,False,True,True,
SFG,SAGE,bail,default,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.13202999125527157,0.0827472924791509,0.18007480068626225,-0.030165206709010482,-0.05512508032875525,-0.008622286860656594,-0.020302130144815602,-0.05070456457421999,0.0029521699430648312,0.0009609124925129331,-0.009069920455623787,0.011034759514228866,0.5666666666666667,False,0.016459368997433013,-0.004555730827496789,0.042942371102429926,0.7,False,0.003449107462378435,-0.012338782285705365,0.025142973350821593,0.5666666666666667,False,0.1329909037477845,0.08393954304074717,0.1810364232255956,-0.013705837711577473,-0.031203737192176985,0.00687224831361262,-0.01685302268243716,-0.03450846061739781,0.0010151424479342998,0.011821948732626642,-0.0020853404691644054,0.024522091854851817,0.7,False,-0.000828066690495564,-0.006839336716022841,0.005849548119570139,0.6333333333333333,False,0.002330845773668744,-0.00668418032705607,0.011590537126188814,0.5,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
SFG,SAGE,credit,default,primary,controlled,,same_protocol,True,,complete,30,0.027779987910145965,0.0199859290675818,0.03599109804260702,0.11501176667974404,0.08446383306674835,0.1482807009637593,0.11263522697026705,0.08303164056553274,0.14402648652441652,-0.009024333368179463,-0.01219678630758156,-0.0062543454040271665,0.9666666666666667,False,-0.0014645119121810862,-0.022553381436238532,0.015370106364672237,0.5333333333333333,False,0.0011074170919870329,-0.011945385395290595,0.013300820476430506,0.6,False,0.0187556545419665,0.011060457113164007,0.027038262198546104,0.11354725476756294,0.08843385321163162,0.13612365092570086,0.11374264406225405,0.08719421862613147,0.13786170019205785,-0.006580516910918122,-0.008512897945512545,-0.004816881546571194,1.0,False,0.009528494296938956,-0.018719916740814555,0.04028986380144652,0.5333333333333333,False,0.009014057475674212,-0.014718841005523776,0.03713503556863953,0.5666666666666667,False,True,True,
SFG,SAGE,credit,default,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.02947982909364587,0.02395939426136809,0.03492013974778761,0.11850812523466563,0.09367202794711517,0.14475460050275182,0.11708760787510794,0.0919973168854388,0.14429915242455918,-0.00929456289893964,-0.012303163246362117,-0.006299466202294629,1.0,False,-0.0009544332648502937,-0.015265488992377946,0.011498684486080922,0.6666666666666666,False,-0.00033286302361075314,-0.009974361578998633,0.008848960008239093,0.5666666666666667,False,0.02018526619470623,0.013819059283730674,0.026586142385774076,0.11755369196981533,0.09496500138984272,0.13911031764020496,0.11675474485149719,0.09219972479630095,0.1408903079171706,-0.007248117921793107,-0.00973288426195529,-0.004817829925550016,1.0,False,0.002065902086820147,-0.020398139558552526,0.024684380900610682,0.5333333333333333,False,0.0018112390312643037,-0.01819889028621049,0.02244496402965521,0.5,False,True,True,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
SFG,SAGE,german,default,primary,controlled,,same_protocol,True,,complete,30,0.2179860317460318,0.18935219047619048,0.2494146666666667,-0.058651786991060106,-0.13804443368028105,0.021650173916134392,-0.015213373588205969,-0.08886803555760361,0.0676568638566537,-0.011873015873015876,-0.02905904761904761,0.0037186666666666588,0.5666666666666667,False,0.07339332584567933,0.019775485925406663,0.12702941414258584,0.7,False,0.06468968161141524,0.018029923285655867,0.11519721328971896,0.7333333333333333,False,0.2061130158730159,0.17841241269841276,0.23422657142857145,0.014741538854619223,-0.053969298557650244,0.08722463032089747,0.04947630802320927,-0.016266644935752084,0.12651254455993385,-0.004525714285714281,-0.022989460317460332,0.01148203174603176,0.5666666666666667,False,0.013288706397844604,-0.0679153588850263,0.08863388175472389,0.5666666666666667,False,0.018657153387359664,-0.05604929460673157,0.08745549326556855,0.5666666666666667,False,False,False,
SFG,SAGE,german,default,primary,native,systematic,controlled_fixed_reference,False,,complete,30,0.2165066666666667,0.18401473015873018,0.2485423174603175,-0.0651504389498579,-0.17047684139340227,0.03776268769104466,-0.029225515046444085,-0.12777947524385044,0.07216340558962925,-0.01511365079365079,-0.04175644444444447,0.008749396825396836,0.5666666666666667,False,0.027683462149950367,-0.03671939212573396,0.09327265405992431,0.6,False,0.03486848740678303,-0.020772982001311145,0.09441786125561334,0.6333333333333333,False,0.2013930158730159,0.1698107936507937,0.23442165079365077,-0.03746697679990753,-0.14124432953206623,0.06773770937992642,0.005642972360338946,-0.0834949947106502,0.10345078720377038,-0.007674920634920638,-0.028236634920634923,0.015375936507936491,0.6333333333333333,False,-0.04794041682875852,-0.14696787214541687,0.06131241282264967,0.6666666666666666,False,-0.03329591564758291,-0.15348402227557692,0.0916881472283062,0.5517241379310345,False,True,False,"native protocol for the method arms only: the baseline is the fixed controlled reference trained at H = 200, so tau_I is a within-protocol contrast while tau_nonint and tau_pkg are measured against that fixed reference and are not a same-protocol B -> M contrast"
